,cip_id,sip_id,uri_id,user_agent_id,site_id
217,195,1,38,35,111
218,196,1,8,7,112
219,197,1,4,13,13
220,198,1,10,123,113
221,199,1,5,124,5
222,200,1,5,125,5
223,201,1,2,77,91
224,202,1,15,4,114
225,203,1,2,28,21
226,204,1,4,47,6
227,205,1,51,48,115
228,206,1,2,28,10
229,207,1,4,24,101
230,208,1,24,34,116
231,209,1,7,10,12
232,210,1,57,126,99
233,211,1,2,13,2
234,212,1,2,36,2
235,213,1,15,127,117
236,214,1,51,87,118
237,215,1,17,35,26
238,216,1,4,108,13
239,217,1,62,4,119
240,218,1,4,27,120
241,219,1,63,4,121
242,220,1,4,4,6
243,221,1,4,128,8
244,222,1,64,129,122
245,223,1,28,36,123
246,224,1,4,130,8
247,225,1,4,131,13
248,226,1,4,132,7
249,227,1,47,24,84
250,228,1,65,133,124
251,229,1,2,134,125
252,230,1,2,13,21
253,231,1,66,135,126
254,232,1,4,136,8
255,233,1,4,137,13
256,234,1,4,138,127
257,235,1,4,88,6
258,236,1,8,45,128
259,237,1,67,139,129
260,238,1,19,63,130
261,239,1,13,140,19
262,172,1,4,109,13
263,240,1,68,4,131
264,241,1,14,141,20
265,242,1,2,142,132
266,242,1,3,142,132
267,243,1,69,143,133
268,244,1,13,36,19
269,245,1,4,144,127
270,246,1,70,145,134
271,246,1,71,145,135
272,247,1,4,146,8
273,248,1,2,7,21
274,249,1,4,47,7
275,239,1,13,147,19
276,250,1,72,4,136
277,239,1,73,147,19
278,251,1,2,148,27
279,252,1,55,149,137
280,253,1,4,4,6
281,254,1,4,36,13
282,255,1,4,150,8
283,256,1,2,151,2
284,257,1,4,47,138
285,258,1,4,152,13
286,259,1,7,64,12
287,260,1,2,36,2
288,261,1,2,7,27
289,262,1,4,153,6
290,263,1,74,54,139
291,262,1,4,153,6
292,264,1,75,154,140
293,265,1,19,16,130
294,264,1,76,154,140
295,266,1,2,155,78
296,267,1,57,156,141
297,268,1,4,4,6
298,269,1,5,36,5
299,270,1,4,88,7
300,235,1,4,88,6
301,271,1,4,13,13
302,272,1,4,99,8
303,273,1,32,157,142
304,274,1,4,34,13
305,275,1,4,45,143
306,276,1,77,158,144
307,277,1,78,36,145
308,278,1,51,159,146
309,279,1,7,160,12
310,280,1,2,36,2
311,281,1,4,4,6
312,282,1,79,45,147
313,283,1,80,161,148
314,284,1,5,7,5
315,285,1,2,162,10
316,286,1,4,163,8
317,287,1,57,164,99
318,288,1,69,165,149
319,289,1,2,10,27
320,290,1,2,166,10
321,291,1,41,167,150
322,272,1,4,99,13
323,292,1,2,13,10
324,293,1,2,13,10
325,294,1,4,13,8
326,295,1,2,13,27
327,296,1,8,168,87
328,297,1,10,169,151
329,298,1,81,48,152
330,264,1,82,154,153
331,299,1,83,154,153
332,300,1,4,47,6
333,301,1,5,67,5
334,261,1,2,7,21
335,302,1,13,54,19
336,303,1,4,4,6
337,304,1,5,170,5
338,305,1,2,13,2
339,306,1,7,114,12
340,307,1,7,171,154
341,294,1,4,13,13
342,308,1,4,151,8
343,309,1,84,172,155
344,310,1,8,65,156
345,311,1,85,98,157
346,312,1,4,173,13
347,313,1,41,4,158
348,314,1,86,4,159
349,315,1,4,4,7
350,316,1,4,7,8
351,317,1,2,174,2
352,318,1,4,175,6
353,319,1,87,176,160
354,320,1,88,4,161
355,321,1,32,145,162
356,322,1,5,177,5
357,323,1,28,45,163
358,324,1,4,6,7
359,325,1,2,178,2
360,326,1,89,47,164
361,327,1,2,99,2
362,328,1,84,47,155
363,329,1,4,179,165
364,330,1,4,180,8
365,331,1,6,43,166
366,232,1,4,136,8
367,332,1,90,181,167
368,333,1,8,182,112
369,334,1,91,108,168
370,335,1,2,13,2
371,336,1,2,183,10
372,191,1,61,121,110
373,337,1,19,63,130
374,338,1,4,4,7
375,339,1,2,13,27
376,340,1,4,4,7
377,341,1,4,108,101
378,342,1,57,184,169
379,343,1,4,4,6
380,344,1,4,88,6
381,345,1,66,185,170
382,261,1,2,7,10
383,346,1,45,9,81
384,347,1,4,186,8
385,348,1,4,187,8
386,349,1,29,52,49
387,350,1,47,188,171
388,351,1,92,45,172
389,352,1,93,12,173
390,353,1,94,4,174
391,354,1,4,87,8
392,355,1,4,35,13
393,356,1,2,77,175
394,356,1,3,77,175
395,357,1,5,28,5
396,358,1,4,4,7
397,341,1,4,108,13
398,359,1,4,189,13
399,360,1,4,4,6
400,255,1,4,150,13
401,361,1,5,28,5
402,362,1,95,190,176
403,2,1,5,191,5
404,363,1,5,64,5
405,364,1,96,192,177
406,365,1,97,193,178
407,366,1,87,194,179
408,367,1,15,45,180
409,368,1,98,35,181
410,369,1,2,7,2
411,370,1,4,195,13
412,371,1,9,54,74
413,354,1,4,87,13
414,372,1,2,13,10
415,373,1,4,34,182
416,374,1,42,196,183
417,375,1,4,85,184
418,376,1,4,13,13
419,377,1,4,13,13
420,378,1,99,36,185
421,379,1,100,197,186
422,380,1,101,6,187
423,381,1,4,4,6
424,382,1,4,21,188
425,383,1,8,54,189
426,384,1,4,198,13
427,385,1,49,87,86
428,386,1,13,28,19
429,387,1,102,199,190
430,388,1,2,200,27
431,389,1,61,47,191
432,390,1,28,1,192
433,391,1,4,48,8
434,392,1,4,4,75
435,371,1,9,54,74
436,376,1,4,13,13
437,393,1,2,173,27
438,394,1,4,112,193
439,395,1,10,201,113
440,396,1,103,4,194
441,397,1,2,36,78
442,381,1,4,4,6
443,398,1,2,202,195
444,398,1,3,202,195
445,399,1,5,191,5
446,400,1,5,99,5
447,401,1,104,203,196
448,402,1,4,36,8
449,403,1,5,98,5
450,404,1,105,45,197
451,405,1,4,5,13
452,406,1,99,95,185
453,407,1,4,24,13
454,408,1,2,204,21
455,409,1,4,7,8
456,144,1,2,205,21
457,410,1,32,206,198
458,411,1,4,4,7
459,412,1,4,207,8
460,413,1,106,208,199
461,414,1,38,209,111
462,415,1,4,210,8
463,416,1,84,211,200
464,417,1,107,212,201
465,418,1,61,108,110
466,419,1,2,36,27
467,420,1,66,54,202
468,421,1,32,46,203
469,422,1,108,213,204
470,358,1,4,4,7
471,423,1,4,214,13
472,424,1,109,215,205
473,425,1,5,216,5
474,426,1,4,217,6
475,427,1,4,83,6
476,428,1,42,218,206
477,429,1,110,219,207
478,430,1,5,13,5
479,366,1,87,194,179
480,431,1,2,77,21
481,432,1,5,13,208
482,433,1,7,220,12
483,434,1,111,221,209
484,435,1,13,6,19
485,436,1,112,36,210
486,437,1,45,91,81
487,144,1,2,205,21
488,438,1,2,28,10
489,439,1,2,7,10
490,440,1,5,222,31
491,441,1,113,223,211
492,426,1,4,217,6
493,442,1,19,224,130
494,443,1,2,7,21
495,258,1,4,152,13
496,444,1,4,225,8
497,445,1,87,4,179
498,446,1,27,108,212
499,447,1,114,226,213
500,435,1,13,6,19
501,448,1,19,182,130
502,449,1,27,131,214
503,191,1,61,121,110
504,450,1,4,200,8
505,364,1,96,192,215
506,451,1,15,4,216
507,452,1,115,6,217
508,453,1,4,35,8
509,454,1,4,35,13
510,455,1,2,36,2
511,456,1,116,28,218
512,457,1,4,4,6
513,430,1,5,13,5
514,458,1,5,168,5
515,459,1,5,227,5
516,399,1,5,191,5
517,460,1,2,36,21
518,461,1,16,13,24
519,462,1,32,228,54
520,463,1,117,229,219
521,464,1,4,230,13
522,465,1,4,184,6
523,466,1,4,4,220
524,430,1,5,13,221
525,467,1,4,231,8
526,468,1,118,232,222
527,469,1,2,28,27
528,470,1,119,82,223
529,471,1,5,168,5
530,472,1,4,13,13
531,473,1,4,233,6
532,474,1,120,234,224
533,475,1,4,235,13
534,476,1,52,236,225
535,477,1,7,88,12
536,352,1,93,12,226
537,478,1,4,117,7
538,479,1,57,237,99
539,453,1,4,35,13
540,480,1,4,9,6
541,481,1,4,28,8
542,482,1,5,77,5
543,483,1,23,45,227
544,484,1,4,45,7
545,485,1,114,54,228
546,486,1,121,238,190
547,487,1,4,239,8
548,488,1,4,101,8
549,489,1,38,34,229
550,490,1,59,240,106
551,491,1,12,34,90
552,492,1,2,241,78
553,493,1,7,242,12
554,494,1,104,4,230
555,480,1,4,9,6
556,495,1,51,36,89
557,496,1,4,243,8
558,497,1,122,244,231
559,498,1,4,28,8
560,499,1,4,114,8
561,144,1,5,245,232
562,500,1,123,108,233
563,501,1,2,13,21
564,239,1,13,147,19
565,239,1,73,147,19
566,502,1,2,246,21
567,503,1,8,84,234
568,504,1,4,35,8
569,505,1,2,247,27
570,506,1,2,36,10
571,507,1,4,36,8
572,508,1,5,248,235
573,508,1,5,248,235
574,509,1,124,13,236
575,510,1,77,4,144
576,511,1,18,21,237
577,512,1,5,68,5
578,513,1,7,249,12
579,514,1,125,4,238
580,515,1,81,250,152
581,516,1,10,251,239
582,517,1,2,252,10
583,518,1,45,9,81
584,519,1,10,202,240
585,520,1,59,253,106
586,521,1,5,13,5
587,522,1,2,254,27
588,523,1,4,4,241
589,524,1,46,34,242
590,525,1,4,255,13
591,526,1,4,256,6
592,527,1,4,1,243
593,528,1,4,13,8
594,529,1,7,257,244
595,530,1,5,84,5
596,261,1,2,7,21
597,531,1,2,13,2
598,532,1,5,258,5
599,533,1,126,108,245
600,534,1,114,4,246
601,535,1,5,13,5
602,536,1,38,148,247
603,369,1,2,7,2
604,537,1,5,13,5
605,473,1,4,233,6
606,281,1,4,4,6
607,538,1,4,259,6
608,539,1,15,260,70
609,540,1,12,261,90
610,541,1,4,262,8
611,542,1,2,212,27
612,543,1,4,263,8
613,544,1,7,264,12
614,545,1,61,121,110
615,546,1,16,265,24
616,547,1,4,266,8
617,548,1,2,28,2
618,549,1,127,267,248
619,550,1,5,16,5
620,551,1,17,31,26
621,543,1,4,263,13
622,552,1,2,5,91
623,507,1,4,36,13
624,553,1,9,40,249
625,554,1,4,9,6
626,555,1,24,131,250
627,556,1,128,268,251
628,557,1,4,4,7
629,558,1,7,269,12
630,559,1,4,47,7
631,560,1,4,230,8
632,561,1,129,270,252
633,562,1,124,45,253
634,563,1,9,13,254
635,564,1,105,271,197
636,565,1,2,87,2
637,538,1,4,259,6
638,566,1,8,45,255
639,567,1,4,47,256
640,568,1,130,272,257
641,568,1,131,224,257
642,352,1,93,12,226
643,569,1,7,266,12
644,570,1,5,273,5
645,571,1,7,274,12
646,572,1,132,275,258
647,573,1,4,54,259
648,574,1,10,276,151
649,498,1,4,28,8
650,575,1,4,35,13
651,576,1,133,4,260
652,577,1,134,131,261
653,578,1,2,277,27
654,579,1,10,278,16
655,580,1,31,4,52
656,581,1,28,279,262
657,582,1,7,280,12
658,583,1,2,28,2
659,584,1,10,45,239
660,585,1,4,72,263
661,586,1,2,281,21
662,587,1,4,282,13
663,588,1,135,283,264
664,589,1,132,275,258
665,554,1,4,9,6
666,590,1,4,4,7
667,591,1,13,27,19
668,592,1,4,4,7
669,593,1,136,35,265
670,594,1,4,48,8
671,595,1,5,63,5
672,248,1,2,7,2
673,525,1,4,255,13
674,596,1,2,36,21
675,597,1,137,4,266
676,598,1,4,284,8
677,599,1,95,212,176
678,600,1,7,285,12
679,601,1,57,45,267
680,602,1,4,7,8
681,603,1,138,36,268
682,604,1,2,36,10
683,605,1,17,15,26
684,606,1,23,4,269
685,607,1,57,286,99
686,608,1,32,54,270
687,608,1,65,54,270
688,609,1,139,54,271
689,610,1,55,45,272
690,611,1,84,287,273
691,248,1,2,7,27
692,352,1,93,12,226
693,612,1,2,7,21
694,613,1,140,4,274
695,614,1,141,54,275
696,615,1,49,288,276
697,564,1,9,271,94
698,616,1,10,289,151
699,615,1,49,288,277
700,2,1,142,290,278
701,617,1,143,4,279
702,618,1,2,291,10
703,434,1,111,221,280
704,619,1,2,13,27
705,620,1,4,4,6
706,621,1,4,35,13
707,622,1,27,34,281
708,623,1,144,213,282
709,624,1,145,269,283
710,625,1,114,34,284
711,626,1,47,108,84
712,627,1,4,45,259
713,628,1,34,292,285
714,629,1,2,293,65
715,630,1,10,294,151
716,487,1,4,239,286
717,631,1,63,295,287
718,632,1,4,258,13
719,633,1,3,4,288
720,633,1,2,4,288
721,584,1,10,45,239
722,634,1,2,36,10
723,635,1,5,296,5
724,636,1,2,212,65
725,637,1,2,35,91
726,638,1,4,297,289
727,639,1,2,61,21
728,640,1,2,36,2
729,641,1,4,298,13
730,642,1,4,299,13
731,643,1,105,4,197
732,644,1,4,300,8
733,645,1,2,111,10
734,646,1,5,7,5
735,647,1,66,301,290
736,648,1,34,302,291
737,649,1,9,285,292
738,650,1,137,4,293
739,651,1,5,303,235
740,652,1,4,47,6
741,352,1,93,12,226
742,653,1,2,25,21
743,654,1,146,304,294
744,655,1,4,79,13
745,656,1,5,305,5
746,657,1,8,47,295
747,658,1,4,4,7
748,659,1,2,35,27
749,660,1,65,40,296
750,652,1,4,47,6
751,661,1,28,191,297
752,561,1,147,270,298
753,662,1,140,276,274
754,663,1,4,306,6
755,664,1,4,307,6
756,665,1,19,150,299
757,666,1,5,308,5
758,667,1,28,113,51
759,668,1,2,13,2
760,669,1,5,87,5
761,670,1,7,41,12
762,671,1,5,168,5
763,672,1,10,309,151
764,627,1,4,45,259
765,673,1,5,31,5
766,674,1,41,310,300
767,675,1,5,311,5
768,676,1,5,312,5
769,677,1,2,281,27
770,678,1,4,111,8
771,679,1,102,45,190
772,680,1,148,212,301
773,681,1,13,150,19
774,682,1,149,313,302
775,683,1,5,95,5
776,684,1,105,75,303
777,685,1,4,34,304
778,686,1,4,314,8
779,687,1,28,315,305
780,688,1,7,316,12
781,689,1,5,16,5
782,690,1,2,317,2
783,691,1,2,5,78
784,692,1,64,116,306
785,693,1,4,54,6
786,557,1,4,4,7
787,694,1,2,15,27
788,194,1,2,7,21
789,695,1,9,318,307
790,696,1,4,319,6
791,697,1,12,320,90
792,698,1,40,108,308
793,699,1,5,321,5
794,700,1,2,36,91
795,685,1,4,34,13
796,701,1,5,79,5
797,702,1,5,322,5
798,703,1,150,7,309
799,693,1,4,54,6
800,704,1,57,323,169
801,705,1,151,95,310
802,706,1,136,104,265
803,707,1,57,40,99
804,708,1,5,324,5
805,709,1,4,325,6
806,710,1,61,326,311
807,239,1,13,9,19
808,711,1,66,133,312
809,708,1,5,324,5
810,712,1,4,28,8
811,713,1,6,5,313
812,714,1,57,30,99
813,715,1,152,75,314
814,716,1,4,4,6
815,717,1,4,7,8
816,718,1,46,327,315
817,719,1,4,35,8
818,720,1,41,4,316
819,721,1,11,328,317
820,722,1,2,13,2
821,723,1,153,35,318
822,724,1,2,13,319
823,725,1,51,7,89
824,726,1,19,63,130
825,727,1,140,329,320
826,728,1,5,12,5
827,729,1,2,36,10
828,730,1,23,131,321
829,731,1,2,36,91
830,732,1,5,330,5
831,733,1,12,331,90
832,734,1,2,6,322
833,734,1,3,6,322
834,735,1,40,34,323
835,736,1,19,332,130
836,737,1,2,28,10
837,738,1,4,36,13
838,739,1,4,4,6
839,735,1,40,4,324
840,135,1,51,230,89
841,740,1,4,4,7
842,741,1,154,333,325
843,742,1,7,334,12
844,743,1,105,117,197
845,545,1,61,335,110
846,744,1,116,28,218
847,745,1,2,28,21
848,746,1,32,270,326
849,747,1,5,336,5
850,748,1,5,7,5
851,733,1,12,331,327
852,749,1,2,337,2
853,750,1,17,265,26
854,751,1,2,207,21
855,752,1,6,12,11
856,753,1,4,54,6
857,754,1,2,36,319
858,755,1,103,4,194
859,756,1,108,4,328
860,757,1,28,13,51
861,758,1,87,179,179
862,759,1,47,75,329
863,709,1,4,325,6
864,760,1,5,148,5
865,761,1,4,4,330
866,762,1,4,338,8
867,763,1,27,339,331
868,764,1,4,58,6
869,765,1,2,13,27
870,766,1,4,108,13
871,767,1,9,45,94
872,768,1,140,327,332
873,769,1,155,131,333
874,770,1,87,88,179
875,769,1,156,131,333
876,771,1,4,4,334
877,762,1,4,338,13
878,766,1,4,108,13
879,772,1,4,276,6
880,773,1,4,340,8
881,774,1,4,341,8
882,775,1,2,342,2
883,776,1,4,212,8
884,777,1,2,13,27
885,778,1,4,343,335
886,779,1,157,108,336
887,780,1,4,4,6
888,781,1,4,45,7
889,782,1,4,45,7
890,352,1,93,12,226
891,783,1,61,344,337
892,631,1,63,295,338
893,784,1,10,345,239
894,785,1,2,13,65
895,786,1,80,45,148
896,787,1,4,67,8
897,788,1,59,346,106
898,789,1,158,288,339
899,790,1,2,13,27
900,791,1,56,347,96
901,792,1,159,108,340
902,789,1,160,288,339
903,191,1,61,121,110
904,793,1,2,348,341
905,794,1,45,349,81
906,793,1,3,348,341
907,795,1,4,350,8
908,796,1,4,351,342
909,797,1,17,352,26
910,798,1,2,5,78
911,799,1,5,353,5
912,800,1,3,34,343
913,801,1,161,38,344
914,802,1,2,48,2
915,803,1,4,45,345
916,804,1,7,354,12
917,805,1,143,209,346
918,239,1,13,147,19
919,239,1,73,147,19
920,806,1,4,4,7
921,807,1,4,355,7
922,808,1,57,356,99
923,809,1,4,36,8
924,810,1,67,357,129
925,811,1,77,358,144
926,812,1,2,111,2
927,813,1,7,359,12
928,814,2,162,13,347
929,815,2,162,36,348
930,816,2,162,13,349
931,817,2,163,45,350
932,818,2,162,181,351
933,819,2,2,2,2
934,820,2,164,4,352
935,821,2,165,360,353
936,822,2,166,361,354
937,823,2,162,36,355
938,824,2,167,188,356
939,825,2,168,45,357
940,826,2,165,360,358
941,827,2,169,13,359
942,828,2,170,7,360
943,829,2,171,6,361
944,830,2,172,4,362
945,831,2,173,362,363
946,832,2,169,363,359
947,833,2,174,364,364
948,834,2,175,365,365
949,835,2,173,27,366
950,836,2,176,9,367
951,837,2,162,366,368
952,838,2,162,144,368
953,839,2,177,367,369
954,840,2,162,368,370
955,841,2,178,34,371
956,824,2,167,188,356
957,842,2,2,13,2
958,821,2,165,360,372
959,843,2,179,369,373
960,844,2,162,34,374
961,845,2,180,370,375
962,846,2,169,358,376
963,847,2,181,371,377
964,826,2,165,360,372
965,848,2,165,35,378
966,849,2,182,372,379
967,850,2,162,45,368
968,851,2,180,373,375
969,852,2,169,374,359
970,853,2,173,375,380
971,854,2,183,376,381
972,855,2,184,377,382
973,856,2,178,378,383
974,857,2,185,4,384
975,858,2,181,45,385
976,859,2,170,4,386
977,860,2,186,379,387
978,824,2,167,188,356
979,861,2,187,4,388
980,862,2,2,380,2
981,863,2,184,36,382
982,864,2,188,9,389
983,865,2,183,381,390
984,866,2,189,13,391
985,867,2,2,28,21
986,868,2,190,382,392
987,869,2,167,383,356
988,870,2,162,36,393
989,871,2,2,36,78
990,872,2,2,23,2
991,873,2,191,151,394
992,874,2,174,384,395
993,875,2,162,54,368
994,876,2,162,45,396
995,877,2,162,385,397
996,878,2,192,386,398
997,879,2,162,6,399
998,880,2,193,387,400
999,881,2,194,318,401
1000,882,2,170,265,402
1001,883,2,195,388,403
1002,884,2,2,389,10
1003,885,2,2,389,10
1004,886,2,165,108,404
1005,887,2,196,41,405
1006,888,2,197,45,406
1007,889,2,169,161,407
1008,890,2,190,390,408
1009,891,2,168,1,409
1010,892,2,198,75,410
1011,893,2,162,45,411
1012,894,2,178,301,412
1013,895,2,167,188,356
1014,896,2,199,391,413
1015,897,2,162,137,368
1016,898,2,186,392,387
1017,855,2,200,393,414
1018,899,2,162,46,415
1019,900,2,162,394,368
1020,901,2,201,313,416
1021,902,2,162,395,368
1022,903,2,2,166,27
1023,904,2,202,47,417
1024,905,2,162,6,368
1025,906,2,2,13,10
1026,907,2,203,165,418
1027,908,2,167,104,356
1028,909,2,162,16,368
1029,907,2,203,165,419
1030,824,2,167,188,356
1031,910,2,180,396,375
1032,911,2,162,13,420
1033,912,2,183,1,421
1034,913,2,165,397,422
1035,821,2,165,360,353
1036,914,2,204,131,423
1037,915,2,2,95,78
1038,916,2,2,398,27
1039,886,2,165,108,422
1040,917,2,197,108,424
1041,918,2,162,399,425
1042,884,2,205,397,426
1043,919,2,178,54,427
1044,920,2,206,400,428
1045,921,2,165,34,353
1046,922,2,2,36,91
1047,923,2,178,45,429
1048,924,2,170,4,430
1049,925,2,207,401,431
1050,926,2,208,402,432
1051,884,2,209,290,433
1052,901,2,201,313,434
1053,927,2,210,6,435
1054,928,2,209,290,433
1055,929,2,162,383,368
1056,930,2,162,253,368
1057,931,2,211,4,436
1058,932,2,177,403,437
1059,933,2,170,54,438
1060,934,2,197,6,439
1061,935,2,212,395,440
1062,936,2,193,13,441
1063,937,2,162,36,442
1064,938,2,170,99,443
1065,939,2,183,404,390
1066,940,2,192,89,444
1067,941,2,165,36,445
1068,942,2,2,151,91
1069,943,2,213,108,446
1070,944,2,214,405,447
1071,945,2,2,77,2
1072,946,2,177,406,448
1073,947,2,162,45,449
1074,948,2,183,407,450
1075,949,2,162,13,451
1076,950,2,180,204,375
1077,951,2,215,4,452
1078,952,2,162,408,368
1079,936,2,193,13,453
1080,953,2,197,4,454
1081,954,2,167,113,455
1082,955,2,216,327,456
1083,956,2,217,108,457
1084,957,2,2,409,91
1085,884,2,218,114,458
1086,958,2,2,28,27
1087,907,2,203,165,418
1088,959,2,219,410,459
1089,960,2,162,6,460
1090,893,2,162,45,411
1091,961,2,163,411,350
1092,962,2,162,412,461
1093,901,2,201,313,416
1094,963,2,2,35,2
1095,964,2,167,91,356
1096,884,2,220,108,462
1097,908,2,209,104,463
1098,936,2,193,13,464
1099,882,2,170,265,402
1100,965,2,2,28,21
1101,964,2,167,34,356
1102,824,2,167,188,356
1103,966,2,168,13,465
1104,967,2,221,413,466
1105,968,2,169,358,376
1106,969,2,222,4,467
1107,970,2,169,374,359
1108,971,2,162,367,468
1109,972,2,184,393,382
1110,973,2,167,414,469
1111,973,2,209,414,470
1112,967,2,221,413,471
1113,974,2,193,13,472
1114,975,2,162,415,473
1115,907,2,203,165,474
1116,976,2,189,99,475
1117,977,2,162,301,368
1118,978,2,223,416,476
1119,979,2,224,417,186
1120,980,2,162,54,368
1121,981,2,225,418,477
1122,982,2,177,419,478
1123,939,2,183,47,390
1124,983,2,226,21,479
1125,983,2,227,21,479
1126,984,2,162,45,480
1127,985,2,162,285,368
1128,986,2,177,420,478
1129,987,2,228,421,481
1130,988,2,167,422,356
1131,821,2,165,423,482
1132,989,2,2,13,10
1133,990,2,229,13,483
1134,991,2,230,424,484
1135,992,2,192,425,485
1136,993,2,197,55,486
1137,994,2,231,9,487
1138,876,2,162,45,396
1139,995,2,193,340,488
1140,996,2,169,13,407
1141,997,2,232,426,489
1142,998,2,181,12,490
1143,999,2,162,427,491
1144,1000,2,233,428,492
1145,1001,2,162,236,493
1146,1002,2,234,4,494
1147,1002,2,235,4,494
1148,1003,2,162,36,495
