,cip_id,sip_id,uri_id,user_agent_id,site_id,device_id
508,453,1,4,35,8,455
509,454,1,4,35,13,456
510,455,1,2,36,2,457
511,456,1,116,28,218,458
512,457,1,4,4,6,459
513,430,1,5,13,5,433
514,458,1,5,168,5,460
515,459,1,5,227,5,461
516,399,1,5,191,5,401
517,460,1,2,36,21,462
518,461,1,16,13,24,463
519,462,1,32,228,54,464
520,463,1,117,229,219,465
521,464,1,4,230,13,466
522,465,1,4,184,6,467
523,466,1,4,4,220,468
524,430,1,5,13,221,433
525,467,1,4,231,8,469
526,468,1,118,232,222,470
527,469,1,2,28,27,471
528,470,1,119,82,223,472
529,471,1,5,168,5,473
530,472,1,4,13,13,474
531,473,1,4,233,6,475
532,474,1,120,234,224,476
533,475,1,4,235,13,477
534,476,1,52,236,225,478
535,477,1,7,88,12,479
536,352,1,93,12,226,353
537,478,1,4,117,7,480
538,479,1,57,237,99,481
539,453,1,4,35,13,455
540,480,1,4,9,6,482
541,481,1,4,28,8,483
542,482,1,5,77,5,484
543,483,1,23,45,227,485
544,484,1,4,45,7,486
545,485,1,114,54,228,487
546,486,1,121,238,190,488
547,487,1,4,239,8,489
548,488,1,4,101,8,490
549,489,1,38,34,229,491
550,490,1,59,240,106,492
551,491,1,12,34,90,493
552,492,1,2,241,78,494
553,493,1,7,242,12,495
554,494,1,104,4,230,496
555,480,1,4,9,6,482
556,495,1,51,36,89,497
557,496,1,4,243,8,498
558,497,1,122,244,231,499
559,498,1,4,28,8,500
560,499,1,4,114,8,501
561,144,1,5,245,232,502
562,500,1,123,108,233,503
563,501,1,2,13,21,504
564,239,1,13,147,19,250
565,239,1,73,147,19,250
566,502,1,2,246,21,505
567,503,1,8,84,234,506
568,504,1,4,35,8,507
569,505,1,2,247,27,508
570,506,1,2,36,10,509
571,507,1,4,36,8,510
572,508,1,5,248,235,511
573,508,1,5,248,235,511
574,509,1,124,13,236,512
575,510,1,77,4,144,513
576,511,1,18,21,237,514
577,512,1,5,68,5,515
578,513,1,7,249,12,516
579,514,1,125,4,238,517
580,515,1,81,250,152,518
581,516,1,10,251,239,519
582,517,1,2,252,10,520
583,518,1,45,9,81,521
584,519,1,10,202,240,522
585,520,1,59,253,106,523
586,521,1,5,13,5,524
587,522,1,2,254,27,525
588,523,1,4,4,241,526
589,524,1,46,34,242,527
590,525,1,4,255,13,528
591,526,1,4,256,6,529
592,527,1,4,1,243,530
593,528,1,4,13,8,531
594,529,1,7,257,244,532
595,530,1,5,84,5,533
596,261,1,2,7,21,262
597,531,1,2,13,2,534
598,532,1,5,258,5,535
599,533,1,126,108,245,536
600,534,1,114,4,246,537
601,535,1,5,13,5,538
602,536,1,38,148,247,539
603,369,1,2,7,2,371
604,537,1,5,13,5,540
605,473,1,4,233,6,475
606,281,1,4,4,6,282
607,538,1,4,259,6,541
608,539,1,15,260,70,542
609,540,1,12,261,90,543
610,541,1,4,262,8,544
611,542,1,2,212,27,545
612,543,1,4,263,8,546
613,544,1,7,264,12,547
614,545,1,61,121,110,548
615,546,1,16,265,24,549
616,547,1,4,266,8,550
617,548,1,2,28,2,551
618,549,1,127,267,248,552
619,550,1,5,16,5,553
620,551,1,17,31,26,554
621,543,1,4,263,13,546
622,552,1,2,5,91,555
623,507,1,4,36,13,510
624,553,1,9,40,249,556
625,554,1,4,9,6,557
626,555,1,24,131,250,558
627,556,1,128,268,251,559
628,557,1,4,4,7,560
629,558,1,7,269,12,561
630,559,1,4,47,7,562
631,560,1,4,230,8,563
632,561,1,129,270,252,564
633,562,1,124,45,253,565
634,563,1,9,13,254,566
635,564,1,105,271,197,567
636,565,1,2,87,2,568
637,538,1,4,259,6,541
638,566,1,8,45,255,569
639,567,1,4,47,256,570
640,568,1,130,272,257,571
641,568,1,131,224,257,572
642,352,1,93,12,226,353
643,569,1,7,266,12,573
644,570,1,5,273,5,574
645,571,1,7,274,12,575
646,572,1,132,275,258,576
647,573,1,4,54,259,577
648,574,1,10,276,151,578
649,498,1,4,28,8,500
650,575,1,4,35,13,579
651,576,1,133,4,260,580
652,577,1,134,131,261,581
653,578,1,2,277,27,582
654,579,1,10,278,16,583
655,580,1,31,4,52,584
656,581,1,28,279,262,585
657,582,1,7,280,12,586
658,583,1,2,28,2,587
659,584,1,10,45,239,588
660,585,1,4,72,263,589
661,586,1,2,281,21,590
662,587,1,4,282,13,591
663,588,1,135,283,264,592
664,589,1,132,275,258,593
665,554,1,4,9,6,557
666,590,1,4,4,7,594
667,591,1,13,27,19,595
668,592,1,4,4,7,596
669,593,1,136,35,265,597
670,594,1,4,48,8,598
671,595,1,5,63,5,599
672,248,1,2,7,2,248
673,525,1,4,255,13,528
674,596,1,2,36,21,600
675,597,1,137,4,266,601
676,598,1,4,284,8,602
677,599,1,95,212,176,603
678,600,1,7,285,12,604
679,601,1,57,45,267,605
680,602,1,4,7,8,606
681,603,1,138,36,268,607
682,604,1,2,36,10,608
683,605,1,17,15,26,609
684,606,1,23,4,269,610
685,607,1,57,286,99,611
686,608,1,32,54,270,612
687,608,1,65,54,270,612
688,609,1,139,54,271,613
689,610,1,55,45,272,614
690,611,1,84,287,273,615
691,248,1,2,7,27,248
692,352,1,93,12,226,353
693,612,1,2,7,21,616
694,613,1,140,4,274,617
695,614,1,141,54,275,618
696,615,1,49,288,276,619
697,564,1,9,271,94,567
698,616,1,10,289,151,620
699,615,1,49,288,277,619
700,2,1,142,290,278,621
701,617,1,143,4,279,622
702,618,1,2,291,10,623
703,434,1,111,221,280,437
704,619,1,2,13,27,624
705,620,1,4,4,6,625
706,621,1,4,35,13,626
707,622,1,27,34,281,627
708,623,1,144,213,282,628
709,624,1,145,269,283,629
710,625,1,114,34,284,630
711,626,1,47,108,84,631
712,627,1,4,45,259,632
713,628,1,34,292,285,633
714,629,1,2,293,65,634
715,630,1,10,294,151,635
716,487,1,4,239,286,489
717,631,1,63,295,287,636
718,632,1,4,258,13,637
719,633,1,3,4,288,638
720,633,1,2,4,288,638
721,584,1,10,45,239,588
722,634,1,2,36,10,639
723,635,1,5,296,5,640
724,636,1,2,212,65,641
725,637,1,2,35,91,642
726,638,1,4,297,289,643
727,639,1,2,61,21,644
728,640,1,2,36,2,645
729,641,1,4,298,13,646
730,642,1,4,299,13,647
731,643,1,105,4,197,648
732,644,1,4,300,8,649
733,645,1,2,111,10,650
734,646,1,5,7,5,651
735,647,1,66,301,290,652
736,648,1,34,302,291,653
737,649,1,9,285,292,654
738,650,1,137,4,293,655
739,651,1,5,303,235,656
740,652,1,4,47,6,657
741,352,1,93,12,226,353
742,653,1,2,25,21,658
743,654,1,146,304,294,659
744,655,1,4,79,13,660
745,656,1,5,305,5,661
746,657,1,8,47,295,662
747,658,1,4,4,7,663
748,659,1,2,35,27,664
749,660,1,65,40,296,665
750,652,1,4,47,6,657
751,661,1,28,191,297,666
752,561,1,147,270,298,564
753,662,1,140,276,274,667
754,663,1,4,306,6,668
755,664,1,4,307,6,669
756,665,1,19,150,299,670
757,666,1,5,308,5,671
758,667,1,28,113,51,672
759,668,1,2,13,2,673
760,669,1,5,87,5,674
761,670,1,7,41,12,675
762,671,1,5,168,5,676
763,672,1,10,309,151,677
764,627,1,4,45,259,632
765,673,1,5,31,5,678
766,674,1,41,310,300,679
767,675,1,5,311,5,680
768,676,1,5,312,5,681
769,677,1,2,281,27,682
770,678,1,4,111,8,683
771,679,1,102,45,190,684
772,680,1,148,212,301,685
773,681,1,13,150,19,686
774,682,1,149,313,302,687
775,683,1,5,95,5,688
776,684,1,105,75,303,689
777,685,1,4,34,304,690
778,686,1,4,314,8,691
779,687,1,28,315,305,692
780,688,1,7,316,12,693
781,689,1,5,16,5,694
782,690,1,2,317,2,695
783,691,1,2,5,78,696
784,692,1,64,116,306,697
785,693,1,4,54,6,698
786,557,1,4,4,7,560
787,694,1,2,15,27,699
788,194,1,2,7,21,194
789,695,1,9,318,307,700
790,696,1,4,319,6,701
791,697,1,12,320,90,702
792,698,1,40,108,308,703
793,699,1,5,321,5,704
794,700,1,2,36,91,705
795,685,1,4,34,13,690
796,701,1,5,79,5,706
797,702,1,5,322,5,707
798,703,1,150,7,309,708
799,693,1,4,54,6,698
800,704,1,57,323,169,709
801,705,1,151,95,310,710
802,706,1,136,104,265,711
803,707,1,57,40,99,712
804,708,1,5,324,5,713
805,709,1,4,325,6,714
806,710,1,61,326,311,715
807,239,1,13,9,19,716
808,711,1,66,133,312,717
809,708,1,5,324,5,713
810,712,1,4,28,8,718
811,713,1,6,5,313,719
812,714,1,57,30,99,720
813,715,1,152,75,314,721
814,716,1,4,4,6,722
815,717,1,4,7,8,723
816,718,1,46,327,315,724
817,719,1,4,35,8,725
818,720,1,41,4,316,726
819,721,1,11,328,317,727
820,722,1,2,13,2,728
821,723,1,153,35,318,729
822,724,1,2,13,319,730
823,725,1,51,7,89,731
824,726,1,19,63,130,732
825,727,1,140,329,320,733
826,728,1,5,12,5,734
827,729,1,2,36,10,735
828,730,1,23,131,321,736
829,731,1,2,36,91,737
830,732,1,5,330,5,738
831,733,1,12,331,90,739
832,734,1,2,6,322,740
833,734,1,3,6,322,740
834,735,1,40,34,323,741
835,736,1,19,332,130,742
836,737,1,2,28,10,743
837,738,1,4,36,13,744
838,739,1,4,4,6,745
839,735,1,40,4,324,746
840,135,1,51,230,89,747
841,740,1,4,4,7,748
842,741,1,154,333,325,749
843,742,1,7,334,12,750
844,743,1,105,117,197,751
845,545,1,61,335,110,752
846,744,1,116,28,218,753
847,745,1,2,28,21,754
848,746,1,32,270,326,755
849,747,1,5,336,5,756
850,748,1,5,7,5,757
851,733,1,12,331,327,739
852,749,1,2,337,2,758
853,750,1,17,265,26,759
854,751,1,2,207,21,760
855,752,1,6,12,11,761
856,753,1,4,54,6,762
857,754,1,2,36,319,763
858,755,1,103,4,194,764
859,756,1,108,4,328,765
860,757,1,28,13,51,766
861,758,1,87,179,179,767
862,759,1,47,75,329,768
863,709,1,4,325,6,714
864,760,1,5,148,5,769
865,761,1,4,4,330,770
866,762,1,4,338,8,771
867,763,1,27,339,331,772
868,764,1,4,58,6,773
869,765,1,2,13,27,774
870,766,1,4,108,13,775
871,767,1,9,45,94,776
872,768,1,140,327,332,777
873,769,1,155,131,333,778
874,770,1,87,88,179,779
875,769,1,156,131,333,778
876,771,1,4,4,334,780
877,762,1,4,338,13,771
878,766,1,4,108,13,775
879,772,1,4,276,6,781
880,773,1,4,340,8,782
881,774,1,4,341,8,783
882,775,1,2,342,2,784
883,776,1,4,212,8,785
884,777,1,2,13,27,786
885,778,1,4,343,335,787
886,779,1,157,108,336,788
887,780,1,4,4,6,789
888,781,1,4,45,7,790
889,782,1,4,45,7,791
890,352,1,93,12,226,353
891,783,1,61,344,337,792
892,631,1,63,295,338,636
893,784,1,10,345,239,793
894,785,1,2,13,65,794
895,786,1,80,45,148,795
896,787,1,4,67,8,796
897,788,1,59,346,106,797
898,789,1,158,288,339,798
899,790,1,2,13,27,799
900,791,1,56,347,96,800
901,792,1,159,108,340,801
902,789,1,160,288,339,798
903,191,1,61,121,110,191
904,793,1,2,348,341,802
905,794,1,45,349,81,803
906,793,1,3,348,341,802
907,795,1,4,350,8,804
908,796,1,4,351,342,805
909,797,1,17,352,26,806
910,798,1,2,5,78,807
911,799,1,5,353,5,808
912,800,1,3,34,343,809
913,801,1,161,38,344,810
914,802,1,2,48,2,811
915,803,1,4,45,345,812
916,804,1,7,354,12,813
917,805,1,143,209,346,814
918,239,1,13,147,19,250
919,239,1,73,147,19,250
920,806,1,4,4,7,815
921,807,1,4,355,7,816
922,808,1,57,356,99,817
923,809,1,4,36,8,818
924,810,1,67,357,129,819
925,811,1,77,358,144,820
926,812,1,2,111,2,821
927,813,1,7,359,12,822
928,814,2,162,13,347,823
929,815,2,162,36,348,824
930,816,2,162,13,349,825
931,817,2,163,45,350,826
932,818,2,162,181,351,827
933,819,2,2,2,2,828
934,820,2,164,4,352,829
935,821,2,165,360,353,830
936,822,2,166,361,354,831
937,823,2,162,36,355,832
938,824,2,167,188,356,833
939,825,2,168,45,357,834
940,826,2,165,360,358,835
941,827,2,169,13,359,836
942,828,2,170,7,360,837
943,829,2,171,6,361,838
944,830,2,172,4,362,839
945,831,2,173,362,363,840
946,832,2,169,363,359,841
947,833,2,174,364,364,842
948,834,2,175,365,365,843
949,835,2,173,27,366,844
950,836,2,176,9,367,845
951,837,2,162,366,368,846
952,838,2,162,144,368,847
953,839,2,177,367,369,848
954,840,2,162,368,370,849
955,841,2,178,34,371,850
956,824,2,167,188,356,833
957,842,2,2,13,2,851
958,821,2,165,360,372,830
959,843,2,179,369,373,852
960,844,2,162,34,374,853
961,845,2,180,370,375,854
962,846,2,169,358,376,855
963,847,2,181,371,377,856
964,826,2,165,360,372,835
965,848,2,165,35,378,857
966,849,2,182,372,379,858
967,850,2,162,45,368,859
968,851,2,180,373,375,860
969,852,2,169,374,359,861
970,853,2,173,375,380,862
971,854,2,183,376,381,863
972,855,2,184,377,382,864
973,856,2,178,378,383,865
974,857,2,185,4,384,866
975,858,2,181,45,385,867
976,859,2,170,4,386,868
977,860,2,186,379,387,869
978,824,2,167,188,356,833
979,861,2,187,4,388,870
980,862,2,2,380,2,871
981,863,2,184,36,382,872
982,864,2,188,9,389,873
983,865,2,183,381,390,874
984,866,2,189,13,391,875
985,867,2,2,28,21,876
986,868,2,190,382,392,877
987,869,2,167,383,356,878
988,870,2,162,36,393,879
989,871,2,2,36,78,880
990,872,2,2,23,2,881
991,873,2,191,151,394,882
992,874,2,174,384,395,883
993,875,2,162,54,368,884
994,876,2,162,45,396,885
